x,y,z,nuFissRate,nuFissRateRelError,scalarFlux,scalarFluxRelError
0.0,0.835888,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.00636137,0.42521,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.36195,0.626916,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.0,0.835888,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.00636137,0.42521,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.36195,0.626916,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.368245,0.217017,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.7239,0.417944,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.368245,0.217017,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.7239,0.417944,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.364276,0.218077,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.36195,0.626916,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.364276,0.218077,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.36195,0.626916,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.7239,0.417944,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.7239,0.417944,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.381395,-0.208972,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.7239,5.55112e-17,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.7239,-0.417944,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.381395,-0.208972,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.7239,5.55112e-17,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.7239,-0.417944,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.0,-0.835888,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.00972244,-0.434784,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.36195,-0.626916,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.0,-0.835888,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.00972244,-0.434784,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
-0.36195,-0.626916,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.371672,-0.225812,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.36195,-0.626916,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.371672,-0.225812,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.36195,-0.626916,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.7239,-0.417944,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.7239,-0.417944,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.7239,-5.55112e-17,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.7239,-5.55112e-17,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.00909704,-0.0185493,1.778,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.00909704,-0.0185493,0.0,0.005849504,1.2405631415010776,0.1122643,0.597991614549734
0.0,0.835888,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.00636137,0.42521,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.36195,0.626916,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.0,0.835888,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.00636137,0.42521,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.36195,0.626916,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.368245,0.217017,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.7239,0.417944,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.368245,0.217017,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.7239,0.417944,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.364276,0.218077,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.36195,0.626916,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.364276,0.218077,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.36195,0.626916,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.7239,0.417944,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.7239,0.417944,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.381395,-0.208972,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.7239,5.55112e-17,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.7239,-0.417944,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.381395,-0.208972,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.7239,5.55112e-17,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.7239,-0.417944,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.0,-0.835888,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.00972244,-0.434784,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.36195,-0.626916,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.0,-0.835888,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.00972244,-0.434784,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
-0.36195,-0.626916,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.371672,-0.225812,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.36195,-0.626916,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.371672,-0.225812,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.36195,-0.626916,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.7239,-0.417944,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.7239,-0.417944,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.7239,-5.55112e-17,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.7239,-5.55112e-17,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.00909704,-0.0185493,3.556,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.00909704,-0.0185493,1.778,0.01133833,0.34428016390249144,0.1899484,0.6118709202517555
0.0,0.835888,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.00636137,0.42521,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.36195,0.626916,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.0,0.835888,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.00636137,0.42521,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.36195,0.626916,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.368245,0.217017,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.7239,0.417944,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.368245,0.217017,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.7239,0.417944,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.364276,0.218077,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.36195,0.626916,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.364276,0.218077,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.36195,0.626916,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.7239,0.417944,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.7239,0.417944,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.381395,-0.208972,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.7239,5.55112e-17,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.7239,-0.417944,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.381395,-0.208972,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.7239,5.55112e-17,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.7239,-0.417944,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.0,-0.835888,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.00972244,-0.434784,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.36195,-0.626916,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.0,-0.835888,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.00972244,-0.434784,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
-0.36195,-0.626916,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.371672,-0.225812,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.36195,-0.626916,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.371672,-0.225812,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.36195,-0.626916,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.7239,-0.417944,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.7239,-0.417944,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.7239,-5.55112e-17,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.7239,-5.55112e-17,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.00909704,-0.0185493,5.334,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.00909704,-0.0185493,3.556,0.01588746,0.8189722764585426,0.2572723,0.8176347484164808
0.0,0.835888,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.00636137,0.42521,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.36195,0.626916,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.0,0.835888,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.00636137,0.42521,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.36195,0.626916,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.368245,0.217017,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.7239,0.417944,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.368245,0.217017,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.7239,0.417944,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.364276,0.218077,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.36195,0.626916,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.364276,0.218077,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.36195,0.626916,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.7239,0.417944,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.7239,0.417944,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.381395,-0.208972,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.7239,5.55112e-17,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.7239,-0.417944,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.381395,-0.208972,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.7239,5.55112e-17,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.7239,-0.417944,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.0,-0.835888,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.00972244,-0.434784,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.36195,-0.626916,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.0,-0.835888,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.00972244,-0.434784,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
-0.36195,-0.626916,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.371672,-0.225812,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.36195,-0.626916,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.371672,-0.225812,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.36195,-0.626916,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.7239,-0.417944,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.7239,-0.417944,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.7239,-5.55112e-17,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.7239,-5.55112e-17,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.00909704,-0.0185493,7.112,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.00909704,-0.0185493,5.334,0.01986452,0.3538560925880972,0.3177408,0.6831723743447842
0.0,0.835888,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.00636137,0.42521,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.36195,0.626916,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.0,0.835888,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.00636137,0.42521,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.36195,0.626916,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.368245,0.217017,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.7239,0.417944,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.368245,0.217017,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.7239,0.417944,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.364276,0.218077,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.36195,0.626916,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.364276,0.218077,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.36195,0.626916,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.7239,0.417944,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.7239,0.417944,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.381395,-0.208972,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.7239,5.55112e-17,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.7239,-0.417944,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.381395,-0.208972,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.7239,5.55112e-17,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.7239,-0.417944,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.0,-0.835888,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.00972244,-0.434784,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.36195,-0.626916,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.0,-0.835888,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.00972244,-0.434784,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
-0.36195,-0.626916,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.371672,-0.225812,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.36195,-0.626916,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.371672,-0.225812,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.36195,-0.626916,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.7239,-0.417944,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.7239,-0.417944,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.7239,-5.55112e-17,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.7239,-5.55112e-17,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.00909704,-0.0185493,8.89,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.00909704,-0.0185493,7.112,0.02331386,0.6413908884135688,0.3709551,0.5883429904545677
0.0,0.835888,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.00636137,0.42521,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.36195,0.626916,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.0,0.835888,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.00636137,0.42521,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.36195,0.626916,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.368245,0.217017,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.7239,0.417944,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.368245,0.217017,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.7239,0.417944,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.364276,0.218077,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.36195,0.626916,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.364276,0.218077,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.36195,0.626916,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.7239,0.417944,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.7239,0.417944,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.381395,-0.208972,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.7239,5.55112e-17,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.7239,-0.417944,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.381395,-0.208972,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.7239,5.55112e-17,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.7239,-0.417944,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.0,-0.835888,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.00972244,-0.434784,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.36195,-0.626916,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.0,-0.835888,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.00972244,-0.434784,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
-0.36195,-0.626916,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.371672,-0.225812,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.36195,-0.626916,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.371672,-0.225812,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.36195,-0.626916,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.7239,-0.417944,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.7239,-0.417944,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.7239,-5.55112e-17,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.7239,-5.55112e-17,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.00909704,-0.0185493,10.668,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.00909704,-0.0185493,8.89,0.02622638,0.3843512732901309,0.4164534,0.2739279542876809
0.0,0.835888,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.00636137,0.42521,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.36195,0.626916,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.0,0.835888,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.00636137,0.42521,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.36195,0.626916,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.368245,0.217017,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.7239,0.417944,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.368245,0.217017,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.7239,0.417944,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.364276,0.218077,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.36195,0.626916,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.364276,0.218077,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.36195,0.626916,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.7239,0.417944,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.7239,0.417944,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.381395,-0.208972,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.7239,5.55112e-17,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.7239,-0.417944,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.381395,-0.208972,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.7239,5.55112e-17,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.7239,-0.417944,10.668,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
0.0,-0.835888,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
-0.00972244,-0.434784,12.446,0.02854595,0.12570450328425575,0.4536699,0.16683728071717396
